Body_value,CA-value,Cheeks-value,Eye_Ap-value,Eyebrows-value,Eyegaze-value,Head-value
LEAN,CA,null,SQ,eyebrow movement,side,TURN
LEAN,CA,null,SQ,eyebrow movement,side,TURN
LEAN,null,null,SQ,eyebrow movement,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,//,eyebrow movement,UpDn,TILT
LEAN,CA,null,null,null,UpDn > side & UpDn,PUSH & TILT
SHOULDERLEAN,null,null,null,null,side & UpDn,PUSH > TURN
SHOULDERS,null,null,null,null,side & UpDn,TURN
null,null,null,null,eyebrow movement,UpDn,TURN
LEAN,CA,cheek movement,null,eyebrow movement,UpDn > side & UpDn > side,TURN > TILT > Headnod
null,null,null,null,null,side,Headnod
SHOULDERS,null,null,null,null,side,TURN
SHOULDERS,null,null,null,eyebrow movement,side,TURN & Headshake
SHOULDERS,CA,null,//,eyebrow movement,side & UpDn,TILT
LEAN,null,null,null,eyebrow movement,side & UpDn,TILT & TURN
LEAN,null,null,null,null,side & UpDn > +hands,TURN > TILT
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN > PUSH
LEAN,null,null,null,null,side,PUSH
LEAN,CA,null,null,null,UpDn,PUSH
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn > side & UpDn,TILT > TURN
null,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,side & UpDn,TILT & TURN
LEAN,CA,null,null,null,side & UpDn,TURN > PUSH
LEAN,CA,null,null,null,UpDn,PUSH
LEAN,null,null,null,null,UpDn > side & UpDn,PUSH & Headnod > TILT
TWIST,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,null,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TILT
LEAN,CA,null,null,eyebrow movement,side & UpDn,TILT
TWIST,CA,null,null,eyebrow movement,side & UpDn > side,TILT > TURN
TWIST,CA,null,null,eyebrow movement,side > UpDn,TURN > TILT
LEANTWIST,CA,null,null,eyebrow movement,UpDn,TURN
LEAN,CA,null,null,eyebrow movement,UpDn > side,TURN
LEAN,CA,null,null,eyebrow movement,side,TURN
LEAN,CA,null,null,eyebrow movement,side > UpDn,TURN
LEAN,CA,null,null,eyebrow movement,UpDn,TURN
LEAN,CA,null,null,eyebrow movement,UpDn,TURN
LEAN,CA,null,null,eyebrow movement,UpDn,PUSH
LEAN,CA,null,null,eyebrow movement,UpDn,PUSH
LEAN,CA,null,null,eyebrow movement,UpDn > side,PUSH
LEAN,CA,null,null,eyebrow movement,side,PUSH & TILT
LEAN,CA,null,null,eyebrow movement,side,TILT
LEANTWIST,CA,null,null,eyebrow movement,side,TURN > TILT
TWIST,null,null,null,eyebrow movement,side,TILT & TURN
TWIST,null,null,null,eyebrow movement,side,TILT & TURN
TWIST,CA,null,null,eyebrow movement,side,TURN
TWIST,CA,null,null,eyebrow movement,side > UpDn,TURN
TWIST,CA,null,null,eyebrow movement,side & UpDn,TURN
TWIST,CA,cheek movement,null,eyebrow movement,side & UpDn,TURN
SHOULDERS,null,cheek movement,null,eyebrow movement,side & UpDn,TURN
SHOULDERS,null,cheek movement,null,eyebrow movement,side & UpDn,TURN
SHOULDERTWIST,null,cheek movement,null,eyebrow movement,side & UpDn,TURN
TWIST,null,null,null,eyebrow movement,side & UpDn,TURN
LEANTWIST,CA,null,null,eyebrow movement,side & UpDn,TURN > TILT
LEAN,CA,null,null,null,side & UpDn,TILT
LEAN,CA,null,null,null,side & UpDn,TILT
LEAN,null,null,null,null,side & UpDn,TILT
LEAN,null,null,null,null,side & UpDn,TILT
LEAN,null,null,null,null,side & UpDn,TILT
LEAN,null,null,null,null,side & UpDn,TILT
LEAN,null,null,SQ,null,side & UpDn,TILT
LEAN,null,cheek movement,SQ,null,side & UpDn,TILT
LEAN,CA,cheek movement,SQ,null,side & UpDn,TILT
LEAN,CA,cheek movement,SQ > //,null,side & UpDn,TILT
LEAN,CA,null,WD,null,side & UpDn,TILT
LEAN,CA,null,WD,null,side & UpDn,TILT
LEAN,CA,null,WD,null,side & UpDn,TILT
LEAN,CA,null,null,null,side & UpDn,PUSH
LEANTWIST,null,null,null,null,side & UpDn,PUSH > TURN
LEANTWIST,CA,null,null,null,side & UpDn,TURN & TILT
LEAN,CA,null,null,null,side & UpDn,TILT
LEAN,null,null,null,null,side,TILT
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,//,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN > TILT > TURN
LEAN,CA,null,null,null,side & UpDn,TURN
LEAN,CA,null,null,null,side & UpDn,TURN
LEAN,CA,null,null,null,side & UpDn,TURN
LEAN,CA,null,null,null,side & UpDn,TURN > Headnod
LEAN,CA,null,null,null,side & UpDn,Headnod > TURN
LEAN,CA,null,//,null,side & UpDn,Headnod > TURN > Headnod
null,null,null,//,null,side & UpDn,TURN
LEAN,null,null,//,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,CA,null,null,null,side & UpDn,TURN > Headnod > TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
SHOULDERLEAN,null,null,null,eyebrow movement,side & UpDn,TURN
SHOULDERS,null,null,null,eyebrow movement,side & UpDn,TURN
SHOULDERLEAN,CA,null,null,eyebrow movement,side & UpDn,PUSH
LEAN,CA,null,null,eyebrow movement,side & UpDn,PUSH
LEAN,CA,null,null,null,side & UpDn,Headnod
LEAN,CA,null,null,null,side & UpDn,Headnod
LEAN,CA,null,null,null,side & UpDn,Headnod
LEAN,CA,null,null,null,side & UpDn,TURN
LEAN,CA,null,null,null,side & UpDn,TURN
null,null,null,null,null,side & UpDn,TURN
null,null,null,null,null,side & UpDn,TURN
TWIST,CA,null,//,null,side & UpDn,TURN
TWIST,null,null,//,null,side & UpDn > side,TURN
TWIST,null,null,//,null,side > +camera,TURN
null,null,null,//,null,+camera,Headnod > TILT
LEAN,null,null,null,eyebrow movement,+camera,TILT
LEAN,null,null,null,eyebrow movement,+camera,TILT
null,null,null,null,eyebrow movement,+camera,TILT
null,null,null,null,null,+camera,TILT
null,null,null,SQ,eyebrow movement,+camera,TILT
LEAN,null,null,SQ,eyebrow movement,+camera,TURN
LEAN,null,null,SQ,eyebrow movement,+camera,TURN
LEAN,null,null,SQ,eyebrow movement,+camera,TURN > TILT
LEAN,null,null,SQ > //,eyebrow movement,+camera,TILT
LEAN,null,null,SQ > //,eyebrow movement,side & UpDn,TILT
LEAN,null,null,// > SQ,eyebrow movement,+camera,TILT
LEAN,null,null,SQ,eyebrow movement,+camera,TILT
LEAN,null,null,SQ,null,+camera,TILT
LEAN,null,null,null,null,+camera,TILT
null,null,null,WD,eyebrow movement,+camera,TILT
null,null,null,WD,null,+camera,null
null,null,null,WD,null,+camera,TILT
LEAN,CA,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,SQ,null,UpDn,TILT
LEAN,null,null,SQ,null,UpDn > +camera,TILT
LEAN,null,null,SQ,null,+camera > UpDn,TILT
LEAN,CA,null,SQ,null,UpDn,TILT
LEAN,CA,null,CLOSED,null,UpDn,TILT > TILT
LEAN,null,null,CLOSED,null,UpDn,TILT
LEAN,CA,null,CLOSED,null,null,TILT
LEAN,null,null,CLOSED,null,+camera,TILT
LEAN,CA,cheek movement,CLOSED,null,+camera,TILT
LEAN,CA,cheek movement,CLOSED,null,null,TILT
null,null,cheek movement,CLOSED,eyebrow movement,side & UpDn,TILT
LEAN,null,cheek movement,CLOSED,eyebrow movement,side & UpDn,TURN & PUSH
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN & PUSH
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,+camera,TILT
LEAN,null,null,WD,null,+camera > side & UpDn,TILT
LEANTWIST,CA,cheek movement,WD > //,null,side & UpDn,TURN > TURN > TILT
SHOULDERS,null,null,//,null,side,TILT
LEAN,null,null,WD,null,+camera > UpDn,TILT
LEANTWIST,null,null,WD,null,UpDn > side & UpDn,TILT > TURN
LEAN,null,cheek movement,WD,null,UpDn > side & UpDn,TURN
LEAN,CA,null,WD,null,side & UpDn,TURN > TILT
LEAN,null,null,WD,null,+camera,TILT
LEAN,null,null,WD,null,+camera,TILT
LEAN,null,null,WD,null,+camera,null
LEAN,CA,null,WD,null,UpDn,TILT
LEAN,CA,null,null,null,UpDn,TILT
LEAN,CA,null,null,null,UpDn > side & UpDn,TILT > TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn > side,TURN
LEAN,null,null,null,eyebrow movement,side > +camera,Headnod
LEAN,null,null,null,eyebrow movement,+camera,Headnod
LEAN,null,null,null,eyebrow movement,+camera,TILT
LEAN,CA,null,null,eyebrow movement,UpDn,TILT
LEAN,null,null,null,eyebrow movement,UpDn,TILT
LEAN,null,null,//,eyebrow movement,UpDn,Headshake
LEAN,null,null,//,null,UpDn,Headshake
LEAN,null,null,//,null,UpDn,TURN
LEAN,null,null,//,null,+camera,TURN > TILT
LEAN,null,null,//,null,side & UpDn > +camera,TILT > TURN
LEAN,null,null,null,null,+camera > side & UpDn,TILT > TURN
SHOULDERS,CA,null,null,null,side & UpDn,TURN > TILT
SHOULDERLEAN,CA,null,null,null,+camera,TILT > PUSH
LEAN,CA,null,null,null,+camera,TILT
LEANTWIST,CA,null,null,null,+camera > side & UpDn,TURN
LEANTWIST,CA,null,WD,null,side & UpDn,TILT
LEAN,CA,null,WD,null,side & UpDn > +camera,TILT > TURN > TILT > TURN
null,null,null,WD,null,+camera,TURN
null,null,null,WD > //,null,+camera > side & UpDn,TURN
null,null,null,null,null,side & UpDn,TURN
null,CA,null,null,null,side & UpDn,TURN
LEAN,CA,null,WD,null,+camera > side & UpDn,TURN > TILT > TURN
LEAN,CA,null,WD,null,side & UpDn > +camera,TURN
LEANTWIST,CA,null,WD,null,+camera > side & UpDn > side,TURN > TILT > TURN
LEANTWIST,CD,null,WD > SQ,null,side & UpDn,TURN
LEAN,CD,null,SQ,null,side,TURN
LEAN,CA,null,SQ,null,side,TURN > TILT > TURN
LEAN,CA,null,SQ,null,side,TURN
LEAN,CA,null,null,null,side,TURN
LEAN,CA,null,null,null,side,TURN
LEAN,CA,null,null,null,side,TURN
LEAN,null,null,null,null,+camera,TURN
LEAN,null,null,null,null,+camera > UpDn > +camera,TILT > PUSH
LEANTWIST,null,null,SQ,eyebrow movement,side > UpDn,PUSH > TURN
LEAN,null,null,SQ,eyebrow movement,UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,UpDn > +camera,TILT
LEAN,null,null,SQ,eyebrow movement,+camera,TILT
null,null,null,SQ,eyebrow movement,+camera,TILT
LEAN,null,null,SQ,null,+camera > side & UpDn,TILT
LEAN,null,null,SQ,null,side & UpDn,TILT > TURN
LEAN,CA,null,SQ,null,side & UpDn,TURN
LEAN,CA,null,SQ,null,side & UpDn > +nd,TURN
LEANTWIST,CA,null,SQ,null,+nd,TURN
LEANTWIST,null,null,SQ,null,+nd > side & UpDn,TURN
LEAN,CA,cheek movement,WD,null,side & UpDn,TURN
LEAN,null,null,SQ,null,side & UpDn > side,TURN
LEAN,CA,null,//,null,side,TILT > TURN
LEAN,CA,null,null,null,side,TURN
LEAN,CA,null,null,null,side,TURN
LEAN,CA,null,null,null,side,TURN
LEAN,CA,null,//,null,side & UpDn,TURN
LEAN,null,cheek movement,null,null,side & UpDn,TILT
LEAN,null,cheek movement,null,null,side & UpDn,TURN
LEAN,CA,cheek movement,null,null,side & UpDn,TURN
LEANTWIST,CA,cheek movement,SQ,null,side & UpDn > side,TURN > TILT > TURN
LEANTWIST,CA,cheek movement,SQ,null,side > UpDn,TURN > TILT
LEAN,CD,null,SQ,null,side & UpDn,TURN
LEAN,CD,null,SQ,null,side & UpDn,TURN
LEAN,CA,null,SQ,null,side & UpDn,TURN
LEAN,CA,null,SQ > // > SQ,null,side & UpDn > side,TURN
LEAN,CA,null,SQ,null,UpDn,TILT
LEAN,null,null,//,null,side & UpDn,TURN > TILT
LEAN,null,null,null,null,side & UpDn,TILT
LEAN,null,null,null,null,side & UpDn,TILT > TURN
LEANTWIST,null,cheek movement,null,null,side & UpDn,TURN
TWIST,null,null,null,null,side & UpDn,TURN
TWIST,null,null,null,null,side & UpDn,TURN
TWIST,null,null,SQ,null,side & UpDn > +camera,TURN
TWIST,null,null,SQ,null,+camera,TILT
LEAN,null,null,SQ,null,+camera,TILT
LEAN,null,null,SQ,null,side & UpDn > +camera > side & UpDn,TURN
LEAN,CA,null,null,null,side & UpDn,TURN > TILT
LEAN,null,null,null,null,side & UpDn,TILT
LEANTWIST,null,null,null,eyebrow movement,side & UpDn,TILT
TWIST,CA,null,SQ,eyebrow movement,side & UpDn,TILT > PUSH
LEAN,CA,null,SQ,eyebrow movement,side & UpDn > +camera,null
LEAN,null,null,SQ,eyebrow movement,+camera,null
LEAN,null,null,SQ,eyebrow movement,+camera,null
LEAN,null,null,SQ,eyebrow movement,+camera > side & UpDn,TURN
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TURN
LEAN,null,null,SQ,eyebrow movement,+camera,TURN
LEAN,null,null,SQ,eyebrow movement,+camera,TURN
TWIST,CA,null,SQ,eyebrow movement,+hands > +camera,TURN
LEANTWIST,null,null,WD,eyebrow movement,+camera > side & UpDn,TURN > TILT
LEAN,CA,null,WD,null,side & UpDn > side,TILT
LEAN,CA,null,//,null,side,TURN
LEAN,CA,null,null,null,side,TILT
LEAN,CA,null,null,null,side,TILT
LEAN,CA,null,null,null,side,TILT
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,WD,null,side > +camera,TURN
LEAN,null,null,WD,null,+dh > side & UpDn,TURN > TILT
LEAN,null,null,SQ,null,side & UpDn,TILT
LEAN,null,null,SQ,null,side & UpDn > +camera,TILT
LEAN,null,null,SQ,null,+camera,TILT
LEAN,null,null,SQ,null,+camera,TILT
LEAN,CA,null,SQ,null,+camera > side & UpDn,TILT
LEAN,CA,null,SQ,eyebrow movement,side & UpDn,TURN > TILT > PUSH
LEAN,CD,null,SQ > //,eyebrow movement,side & UpDn,PUSH
LEAN,CD,null,// > WD,eyebrow movement,side & UpDn,TILT
LEAN,null,null,WD,eyebrow movement,+camera,TILT
LEAN,null,null,WD,eyebrow movement,side & UpDn,TILT
LEAN,null,null,WD,eyebrow movement,side & UpDn > +camera,TILT
LEAN,null,null,null,eyebrow movement,+camera > side & UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,null,cheek movement,SQ > WD,eyebrow movement,side & UpDn,TILT > TURN
LEAN,null,cheek movement,WD,null,side & UpDn,TURN
LEAN,null,cheek movement,null,null,side & UpDn,TURN > PUSH
LEAN,CA,null,//,null,side & UpDn,TURN
LEAN,CA,null,null,null,side & UpDn,TURN & PUSH
LEAN,null,null,null,null,side & UpDn,PUSH > TILT
TWIST,null,null,null,null,side & UpDn,TILT
TWIST,null,null,null,null,side & UpDn > +camera > side & UpDn,TILT > TURN
TWIST,null,null,null,null,side & UpDn,TURN
TWIST,null,null,null,null,side & UpDn,TURN
LEANTWIST,null,null,SQ,null,side & UpDn > +camera,TURN & TILT
LEAN,null,null,SQ,null,+camera,null
LEAN,null,null,SQ,null,+camera,null
LEAN,null,null,SQ > WD,eyebrow movement,+camera,null
LEAN,CA,null,WD,eyebrow movement,+camera > side & UpDn > +camera,TURN > TILT
LEAN,null,null,WD > SQ,eyebrow movement,side & UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,+camera,TILT
LEAN,null,null,SQ,eyebrow movement,+camera,TILT
LEAN,null,null,SQ > //,eyebrow movement,side & UpDn,TURN > PUSH
LEAN,null,null,//,null,UpDn > +hands,PUSH
LEAN,null,null,WD,null,side & UpDn,TURN
LEAN,CA,null,WD,null,side & UpDn > +camera,TURN > TILT
LEAN,null,null,WD > SQ,null,side & UpDn,TILT
LEAN,null,null,//,null,side & UpDn > +camera,TILT
LEAN,null,null,//,null,+camera > side & UpDn,TILT
LEAN,null,null,WD,null,side & UpDn,TILT > TURN
LEAN,null,null,WD > // > SQ,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,SQ > //,eyebrow movement,UpDn > side,TURN
LEAN,CA,null,//,null,side,TURN
LEAN,CA,null,//,null,side,TURN
LEAN,CA,null,//,null,side,TURN
LEAN,CA,null,//,null,side,TURN
LEAN,CA,null,SQ,null,side & UpDn,TILT
LEAN,CA,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,CA,null,WD,eyebrow movement,side & UpDn,PUSH
LEAN,CA,null,WD,eyebrow movement,+camera,PUSH > TILT
LEAN,CA,null,WD  > //,eyebrow movement,+camera > side & UpDn,TILT
LEAN,CA,null,//,eyebrow movement,side & UpDn,TILT
LEAN,CA,null,//,null,side & UpDn,TILT
LEAN,null,null,//,null,side & UpDn,TILT
LEAN,null,null,null,null,side & UpDn,TILT
LEAN,null,null,//,null,+camera,TILT
LEANTWIST,null,null,//,null,side,TURN
TWIST,null,null,SQ,null,side > +camera,TURN > TILT
LEAN,null,null,SQ,null,+camera > side,TILT > TURN
TWIST,null,null,null,null,side & UpDn,TURN
LEAN,CA,null,SQ,null,side & UpDn,TILT
LEAN,CA,null,SQ,null,side & UpDn,TILT > PUSH
LEAN,CA,null,WD,null,side & UpDn,PUSH
LEAN,CA,null,WD,eyebrow movement,UpDn > +camera,PUSH > TILT
LEAN,CA,null,WD,eyebrow movement,+camera,TILT
LEAN,null,null,WD,eyebrow movement,+camera,PUSH
LEAN,null,null,WD,eyebrow movement,+camera,PUSH
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,null,null,WD,eyebrow movement,UpDn,TURN > TILT
LEAN,null,null,WD > //,eyebrow movement,UpDn,TILT
LEAN,null,null,// > WD,eyebrow movement,UpDn,TILT
LEAN,null,null,WD,eyebrow movement,UpDn,TILT
LEAN,null,null,WD,eyebrow movement,UpDn,TILT
LEAN,null,null,WD,eyebrow movement,UpDn > side,TILT
LEANTWIST,null,null,WD,eyebrow movement,side,TURN
TWIST,null,null,SQ,eyebrow movement,side > +camera,TURN > TILT
null,null,null,SQ,eyebrow movement,+camera,TILT
TWIST,null,null,SQ,eyebrow movement,+camera,TILT
LEANTWIST,CA,null,SQ,eyebrow movement,+camera,TILT > TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,CA,null,WD,null,side & UpDn,TURN
LEAN,null,null,WD,null,side & UpDn,TILT
LEAN,CA,null,WD,eyebrow movement,side & UpDn,TILT > TURN
LEAN,CA,null,WD > SQ,eyebrow movement,side & UpDn,TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ > // > WD,null,side & UpDn > +camera > +hands,TILT
LEAN,null,null,WD,null,+hands > +camera,TILT
LEAN,null,null,WD,null,+camera > side & UpDn,TILT > TURN
LEAN,null,null,WD,null,side & UpDn > +camera,TURN
LEAN,null,null,WD,null,+camera > +dh,TURN > TILT
LEAN,null,null,WD,null,+camera,TILT
LEAN,null,null,WD,null,+camera,TILT & TURN
LEAN,CA,null,WD > //,null,+camera > side & UpDn,TURN
LEAN,CA,null,//,null,side & UpDn,TURN
null,null,null,null,null,side & UpDn,TILT
LEAN,null,null,//,null,side & UpDn,TILT
LEAN,CA,cheek movement,//,null,side & UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,CA,null,null,null,UpDn,TILT
TWIST,CA,null,null,null,+nd,TURN
TWIST,CA,null,null,eyebrow movement,+nd,TURN
LEANTWIST,CA,null,WD,eyebrow movement,UpDn > side,TURN
LEAN,CA,null,WD,null,side,TURN
LEAN,null,null,WD,null,side,TURN
LEAN,null,null,WD > //,null,side,TURN
LEAN,null,null,//,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,CA,null,//,null,side,TURN
LEAN,CA,null,// > SQ,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,WD > //,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,WD,eyebrow movement,+camera,TURN
LEAN,null,null,WD,eyebrow movement,+camera,null
LEAN,null,null,WD,eyebrow movement,+camera,Headshake
LEAN,null,null,WD > // > WD,eyebrow movement,+camera,TILT
LEAN,null,null,//,eyebrow movement,+camera,TILT
LEAN,null,null,// > WD,eyebrow movement,+camera,TILT
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,null,null,WD,eyebrow movement,+camera > +nd,TURN
LEAN,null,null,WD,eyebrow movement,+nd > +dh,TILT
LEAN,null,null,// > WD,eyebrow movement,+dh > side & UpDn,TURN
LEAN,null,null,WD,eyebrow movement,side & UpDn > +camera,TURN
LEAN,null,null,WD,eyebrow movement,+camera,TURN > TILT
LEAN,null,null,WD,eyebrow movement,+camera,TILT
LEAN,null,null,WD,eyebrow movement,+camera,TILT
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,WD > //,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,// > SQ,eyebrow movement,UpDn > side & UpDn,Headnod > TURN
LEAN,CA,null,SQ > //,eyebrow movement,side & UpDn,TURN > Headnod
LEAN,null,null,// > SQ,null,UpDn,Headnod > TILT
LEAN,null,null,SQ,eyebrow movement,UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,UpDn,TILT
LEAN,null,null,SQ > //,eyebrow movement,side & UpDn,TURN & Headnod
LEAN,null,null,//,null,side & UpDn,TILT > TURN
LEAN,null,null,null,null,+camera,TURN
TWIST,null,null,null,null,+camera,TILT
TWIST,null,null,null,null,+camera,TILT
TWIST,null,null,null,null,side & UpDn,TILT
LEANTWIST,null,null,SQ,null,side & UpDn > side,TILT > TURN
LEAN,CA,null,SQ,null,side & UpDn,TURN > TILT
LEAN,CA,null,SQ > //,null,side & UpDn > side,TILT > TURN
LEAN,CA,null,//,null,side,TURN > Headshake > TILT
LEAN,CA,null,null,null,side,TILT
LEAN,null,null,// > SQ,null,side & UpDn,TILT > TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ,eyebrow movement,side & UpDn > +camera,TURN > TILT
LEAN,null,null,SQ,eyebrow movement,+camera,TILT
LEAN,null,null,SQ,eyebrow movement,+camera > side & UpDn > +camera,TILT > TURN
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,side & UpDn > +camera,TILT
LEAN,null,null,SQ,eyebrow movement,+camera,TILT
LEAN,null,null,SQ,eyebrow movement,+camera > +dh,TILT
LEAN,null,null,SQ,eyebrow movement,+dh,TILT
LEAN,null,null,SQ,eyebrow movement,+dh,TILT > TURN
LEAN,null,null,SQ,null,+dh,TURN
LEAN,null,null,SQ,null,+dh > +hands,TURN
LEAN,null,null,SQ,null,+hands,TURN
LEAN,null,null,SQ,null,+hands,TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ,null,side & UpDn,TURN
LEAN,null,null,SQ,eyebrow movement,side & UpDn > side,TURN
LEAN,null,null,SQ,eyebrow movement,side > +camera,TURN
LEAN,null,null,SQ,eyebrow movement,+camera,TILT
LEAN,null,null,SQ,eyebrow movement,side,TILT > TURN
LEAN,null,null,SQ,eyebrow movement,side > +camera,TURN
