Body_Movement,CA,Cheeks,Eye_Aperture,Eyebrows,Eyegaze,Head_Movement
null,CA:WOMAN,2 x Sucked,SQ,Raised > Furrowed,+sr > +sl,TURN+sr > TILT+forward > TURN+sl
null,null,null,// > SQ+,Raised > Furrowed,+sr > +camera,TILT+sr
TWIST+sr,null,null,SQ,Raised > Furrowed,+sr > +camera,TURN+sr > TILT+forward
LEAN+sr,null,null,SQ+,Raised > Furrowed,+sr,null
SHOULDERS+hunched,null,null,null,Raised > Furrowed,+sl > +sr,TURN+sr > PUSH+forward
TWIST+sl,CA:BOY,null,WD,Raised > Furrowed,+sl & +dn,PUSH+forward
LEAN+sr,null,null,null,Raised > Furrowed,+sl,TURN+sl
null,CD:FRIEND,null,null,Raised > Furrowed,+sl,TURN+sl
null,CA:WOMAN,null,SQ > // > SQ > // > SQ+,Raised > Furrowed,+camera,Headnod > Headnod > TURN+sr
null,CA:WOMAN,null,CLOSED,Raised,null,TILT+sr
null,CA:WOMAN,null,CLOSED,Raised,null,TILT+sr
null,CA:WOMAN,null,CLOSED,Raised,null,Headnod
SHOULDERS+hunched > LEAN+sr,CA:WOMAN,null,CLOSED,Raised,null,TILT+sr > TURN+sr
null,null,null,null,Raised,null,null
null,null,null,null,Raised,null,TURN+sl
null,null,null,null,Raised,null,TURN+sl
null,null,null,SQ,Raised,null,TILT+forward
null,null,null,//,Raised,null,TURN+sr
null,null,null,//,Raised,null,Headnod
null,null,null,CLOSED,Raised,null,Headnod
null,null,null,null,Raised,null,null
SHOULDERS+hunched,null,null,SQ,Raised,null,TILT+forward
null,null,null,CLOSED,Raised,null,null
null,null,null,//,Raised,null,TILT+forward & TILT+sl
null,null,null,//,Raised,null,TILT+forward
LEAN+backward,null,null,null,Raised,+up > +sr,TILT+backward
LEAN+forward,CA:DOG ,null,SQ,Raised,+up > +sr,TILT+backward
LEAN+backward,CA:MAN,null,WD,Raised,+up > +sl,null
LEAN+sl,null,null,SQ,Raised,+up > +interlocutor1 > +up,PUSH+forward > TURN+sr
null,null,2 x Puffed,SQ+,Raised,+up > +interlocutor1,TURN+sr > Headnod
LEAN+forward,null,null,//,Raised,+up > +dn,PUSH+forward
LEAN+sl > TWIST+sr,CA:HELEN,null,SQ+ > //,Raised,+up > +camera,TILT+sr > TILT+sl
LEAN+backward,null,null,SQ+,Raised,+up > +camera,Headshake > TURN+sl
LEAN+backward,null,null,WD,Raised,+up,TILT+sl
null,null,null,//,Raised,+up,TURN+sr
LEAN+sl & TWIST+sr,CA:HELEN,null,SQ+,Raised,+up,PUSH+forward
TWIST+sr,CA:HELEN,null,SQ+,Raised,+up,null
TWIST+sr > LEAN+sr,CA:HELEN,null,SQ+,Raised,+up,TILT+sr > TILT+sl
LEAN+forward,CA:HELEN,null,SQ+,Raised,+up,TILT+sl
TWIST+sr,CA:HELEN,null,SQ+,Raised,+up,TILT+sl
TWIST+sr > LEAN+sl,CA:HELEN,null,SQ+,Raised,+up,TILT+sl > TILT+sr
LEAN+forward,CA:DOG ,null,null,Raised,+up,TILT+backward
TWIST+sr,null,null,null,Raised,+up,TILT+backward
null,null,null,null,Raised,+up,TILT+backward
null,null,null,WD,Raised,+up,TILT+backward
null,null,null,WD,Raised,+up,TILT+backward
null,null,null,WD,Raised,+up,TILT+backward
LEAN+forward,null,null,//,Raised,+up,TILT+forward
LEAN+forward,null,null,WD,Raised,+up,PUSH+backward > PUSH+forward
LEAN+sl,null,null,SQ,Raised,+sr > +up,TURN+sr
TWIST+sr > LEAN+forward,null,null,WD,Raised,+sr > +sr & +up > +camera,TURN+sr > TILT+backward
null,null,null,//,Raised,+sr > +sl & +dn,TURN+sr > TILT+forward
LEAN+sr,CA:WOMAN,null,null,Raised,+sr > +sl & +dn,TURN+sr
LEAN+sr,CA:WOMAN,null,null,Raised,+sr > +sl,TURN+sr
LEAN+sr,CA:WOMAN ,null,WD,Raised,+sr > +sl,TURN+sr
TWIST+sr,CA:FATHER,2 x Puffed,// > // > //,Raised,+sr > +sl,TURN+sr
LEAN+forward,null,null,SQ,Raised,+sr > +interlocutor1 > +camera,null
TWIST+sr,null,null,SQ,Raised,+sr > +interlocutor1,TURN+sr > TILT+forward
null,CA:MAN,null,//,Raised,+sr > +dn > +sr,TURN+sr
LEAN+sl,null,2 x Puffed,WD,Raised,+sr > +dn,TURN+sr > TILT+sr
null,null,null,//,Raised,+sr > +dn,TURN+sl
SHOULDERS+hunched,CA:FROG   ,null,WD,Raised,+sr > +camera,TURN+sr
LEAN+forward,CA:BOY,null,WD,Raised,+sr > +camera,PUSH+forward
LEAN+forward,CA:DOG ,null,WD,Raised,+sr > +camera,TURN+sr
LEAN+forward,null,2 x Puffed,//,Raised,+sr > +camera,TURN+sr > PUSH+forward
LEAN+sl > SHOULDERS+hunched,CA:DOG        ,null,WD > //,Raised,+sr > +camera,TURN+sr
LEAN+backward,null,null,//,Raised,+sr > +camera,TILT+backward
null,CA:WOMAN,null,WD,Raised,+sr > +camera,TURN+sr
LEAN+forward,null,null,SQ > // > SQ+,Raised,+sr > +camera,TURN+sr
null,null,null,// > //,Raised,+sr > +camera,null
null,null,null,null,Raised,+sr > +camera,null
TWIST+sr,null,null,// > SQ,Raised,+sr & +up > +sr,TURN+sr
TWIST+sr,CA:WOMAN,null,WD > //,Raised,+sr & +up > +sl,TILT+forward
LEAN+sl,null,null,WD > //,Raised,+sr & +up > +dn,TILT+sl
LEAN+forward,null,null,WD+,Raised,+sr & +up > +camera,TILT+backward
TWIST+sr,CA:BOY ,null,WD,Raised,+sr & +up,TURN+sr
LEAN+sr,CA:BOY ,null,null,Raised,+sr & +up,TILT+backward & PUSH+forward
LEAN+sl,CA:WOMAN,2 x Puffed,//,Raised,+sr & +up,TILT+sl > TURN+sr
null,CA:WOMAN,null,WD,Raised,+sr & +up,TURN+sr
null,CA:WOMAN,2 x Puffed,WD,Raised,+sr & +up,TURN+sr
null,CA:WOMAN,2 x Puffed,WD > //,Raised,+sr & +up,Headnod
SHOULDERS+hunched & LEAN+sl,CA:FROG,null,WD,Raised,+sr & +up,TURN+sr
TWIST+sr,null,null,//,Raised,+sr & +up,TURN+sr
null,null,null,//,Raised,+sr & +up,null
LEAN+forward,null,null,CLOSED,Raised,+sr & +up,PUSH+backward
LEAN+forward,null,null,null,Raised,+sr & +up,PUSH+backward
null,null,null,SQ,Raised,+sr & +up,TURN+sr
null,null,null,SQ,Raised,+sr & +up,TURN+sr
LEAN+forward,null,null,WD+,Raised,+sr & +up,TILT+backward
TWIST+sl,CA:HELEN,null,//,Raised,+sr & +dn > +sl > +sl & +dn,PUSH+forward
TWIST+sr & TWIST+sl,CA:DOG,null,null,Raised,+sr & +dn > +sl & +dn,Headshake > TURN+sl
LEAN+forward,CA:BOY,null,SQ,Raised,+sr & +dn > +interlocutor1 > +sr & +up,TURN+sr > TILT+backward
LEAN+forward,CA:BOY,null,null,Raised,+sr & +dn > +interlocutor1 > +sr & +dn,TILT+forward > PUSH+forward
LEAN+forward,null,null,null,Raised,+sr & +dn > +interlocutor1,PUSH+forward
LEAN+sr,null,null,//,Raised,+sr & +dn > +dn > +sr & +dn,Headshake
LEAN+forward > LEAN+sr,CA:BOY,null,SQ > //,Raised,+sr & +dn > +dn,TURN+sr > Headnod
TWIST+sl,CA:MAN,null,null,Raised,+sr & +dn > +camera > +sr & +dn > +dn,TILT+forward
LEAN+sr > LEAN+sl,CA:DOG,null,WD,Raised,+sr & +dn > +camera > +dn,TILT+sl
LEAN+backward,CA:BOY,null,WD,Raised,+sr & +dn > +camera,PUSH+backward
null,null,null,//,Raised,+sr & +dn > +camera,TURN+sr
TWIST+sr,CA:WOMAN,null,//,Raised,+sr & +dn > +camera,null
LEAN+sr,null,null,WD+,Raised,+sr & +dn > +camera,TURN+sr
LEAN+sr,null,null,null,Raised,+sr & +dn,TILT+sl
LEAN+forward,CA:BOY ,null,null,Raised,+sr & +dn,PUSH+forward
LEAN+sr,CA:DOG,null,null,Raised,+sr & +dn,TURN+sl & PUSH+forward
LEAN+sl,null,null,null,Raised,+sr & +dn,TURN+sr
LEAN+forward,null,null,null,Raised,+sr & +dn,PUSH+forward
LEAN+sl,CA:WOMAN ,null,null,Raised,+sr & +dn,TURN+sr
LEAN+sl,CA:WOMAN ,null,null,Raised,+sr & +dn,TURN+sr
LEAN+sl,CA:WOMAN ,null,null,Raised,+sr & +dn,TURN+sr
LEAN+sl,CA:WOMAN ,null,null,Raised,+sr & +dn,TURN+sr
LEAN+sl,CA:WOMAN ,null,null,Raised,+sr & +dn,TURN+sr
LEAN+sr,CA:WOMAN,null,null,Raised,+sr & +dn,TURN+sr
null,null,null,null,Raised,+sr & +dn,TILT+forward
null,null,null,// > SQ+,Raised,+sr & +dn,TILT+forward > TILT+backward
null,null,null,SQ > //,Raised,+sr & +dn,TURN+sr > Headnod
TWIST+sr & SHOULDERS+hunched,CA:FATHER,null,WD,Raised,+sr & +dn,TURN+sr
LEAN+forward,null,null,SQ,Raised,+sr & +dn,TILT+forward
null,null,null,SQ,Raised,+sr & +dn,TILT+forward
null,null,null,SQ,Raised,+sr & +dn,TILT+forward
LEAN+forward > TWIST+sr,null,null,null,Raised,+sr & +dn,PUSH+forward
SHOULDERS+hunched,null,null,SQ+,Raised,+sr & +dn,null
TWIST+sr,null,null,null,Raised,+sr & +dn,TILT+backward
LEAN+backward,null,null,null,Raised,+sr & +dn,TILT+backward
LEAN+sl,null,null,SQ > //,Raised,+sr & +dn,TILT+forward & TILT+sl
LEAN+sr,null,null,WD+,Raised,+sr & +dn,TURN+sr
LEAN+forward > LEAN+sl,CA:DEER,null,WD+,Raised,+sr & +dn,TILT+forward > TURN+sr
LEAN+sl,CA:DEER,null,WD+ > SQ,Raised,+sr & +dn,TURN+sr
LEAN+sr,null,null,WD+,Raised,+sr & +dn,TURN+sr
LEAN+sr,null,null,WD+,Raised,+sr & +dn,TURN+sr
LEAN+sr,null,null,WD+,Raised,+sr & +dn,TURN+sr
LEAN+sr,null,null,WD+,Raised,+sr & +dn,TURN+sr
LEAN+sr,null,null,WD+,Raised,+sr & +dn,TURN+sr
LEAN+sr > LEAN+forward,CA:BOY,null,WD+ > //,Raised,+sr & +dn,TURN+sr
LEAN+sr,null,null,SQ > //,Raised,+sr & +dn,TURN+sr & Headnod
LEAN+forward,CA:BOY ,null,WD,Raised,+sr,TURN+sr
TWIST+sr,CA:DOG ,null,WD,Raised,+sr,TURN+sr
LEAN+sl,CD:MAN,null,null,Raised,+sr,TURN+sr
LEAN+sl,CD:MAN,null,null,Raised,+sr,TURN+sr
LEAN+sl,CD:MAN,null,null,Raised,+sr,TURN+sr
LEAN+sl,CD:MAN,null,null,Raised,+sr,TURN+sr
null,null,null,null,Raised,+sr,TURN+sr
null,null,null,null,Raised,+sr,TURN+sr
null,CD:MAN,null,null,Raised,+sr,PUSH+forward
null,CD:MAN,null,WD,Raised,+sr,PUSH+forward
null,CD:MAN,null,WD,Raised,+sr,PUSH+forward
LEAN+sl,null,null,WD > // > WD,Raised,+sr,PUSH+backward
LEAN+sl,null,null,WD,Raised,+sr,PUSH+backward
LEAN+sl,null,null,WD,Raised,+sr,PUSH+backward
LEAN+forward,CD:WOMAN ,null,WD+,Raised,+sr,TURN+sr
LEAN+forward,CD:WOMAN ,null,WD+,Raised,+sr,TURN+sr
LEAN+forward,CA:WOMAN ,null,WD,Raised,+sr,PUSH+forward
null,CA:WOMAN ,null,WD,Raised,+sr,PUSH+forward
null,CA:WOMAN ,null,WD,Raised,+sr,PUSH+forward
null,CA:WOMAN ,null,WD,Raised,+sr,TURN+sr
LEAN+sr,CA:WOMAN,null,CLOSED,Raised,+sr,PUSH+forward
null,CA:WOMAN,null,CLOSED,Raised,+sr,Headnod
LEAN+sr,CA:WOMAN,null,null,Raised,+sr,TURN+sr
LEAN+sr,null,null,SQ,Raised,+sr,TURN+sr
LEAN+sr,CA:WOMAN,null,null,Raised,+sr,TURN+sr
null,null,null,WD,Raised,+sr,TURN+sr
LEAN+sr,null,null,//,Raised,+sr,TURN+sr
null,null,null,null,Raised,+sr,TURN+sr
null,null,null,null,Raised,+sr,TURN+sr
LEAN+sr,null,null,SQ+,Raised,+sr,TURN+sr > Headnod
LEAN+sl,null,null,null,Raised,+sr,TURN+sr
LEAN+sl,null,null,null,Raised,+sr,TURN+sr
LEAN+forward,null,null,SQ+,Raised,+sr,null
LEAN+forward,CA:FRIEND,null,SQ+,Raised,+sr,TURN+sr
null,null,null,WD+,Raised,+sr,TURN+sr
TWIST+sr,null,null,WD > //,Raised,+sr,TILT+forward & TURN+sr
TWIST+sr,null,null,// > // > CLOSED > //,Raised,+sr,TURN+sr > TILT+sl
null,CA:POLICE,null,null,Raised,+sr,TURN+sr
null,CA:POLICE,null,//,Raised,+sr,TURN+sr > Headnod
null,null,null,null,Raised,+sr,TURN+sr
LEAN+sl,null,null,null,Raised,+sr,TURN+sr
LEAN+sl,null,null,//,Raised,+sr,TURN+sr
LEAN+sl,CA:DOG        ,null,WD,Raised,+sr,TURN+sr
TWIST+sr,null,null,SQ > //,Raised,+sr,TURN+sr
LEAN+sr,null,null,WD,Raised,+sr,TILT+sr > TILT+forward
null,null,null,null,Raised,+sr,TILT+backward
LEAN+forward,CA:WOMAN,null,SQ > //,Raised,+sr,Headnod > TURN+sr
LEAN+forward,null,null,// > SQ,Raised,+sr,PUSH+forward
LEAN+backward,null,null,SQ,Raised,+sr,TURN+sr > Headshake > TURN+sr
null,null,null,SQ+,Raised,+sr,null
null,null,null,SQ+ > //,Raised,+sr,PUSH+forward
null,null,null,CLOSED,Raised,+sr,TILT+backward
null,null,null,//,Raised,+sr,null
null,null,null,//,Raised,+sr,null
LEAN+sl,null,null,WD,Raised,+sr,TILT+forward > TURN+sr > TILT+sl
LEAN+sl,null,null,WD,Raised,+sr,TILT+sl
LEAN+sl > TWIST+sr,null,null,WD,Raised,+sr,TURN+sr
LEAN+sl > LEAN+sr > LEAN+sl,CA:WOMAN,null,null,Raised,+sl > +sr > +sl,TURN+sl > TURN+sr > TILT+sl > TURN+sl
TWIST+sr,null,null,WD,Raised,+sl > +sr & +up,PUSH+backward
null,null,null,WD,Raised,+sl > +sr & +dn,PUSH+forward
null,null,null,null,Raised,+sl > +sr,TURN+sl > TURN+sr
null,null,null,//,Raised,+sl > +sr,TURN+sr
LEAN+forward,null,null,//,Raised,+sl > +sr,Headnod
null,null,null,WD+,Raised,+sl > +sr,TURN+sr
null,CA:MAN,null,SQ+ > CLOSED,Raised,+sl > +sr,TILT+forward > TURN+sr
LEAN+forward,null,null,//,Raised,+sl > +interlocutor1,null
LEAN+sl,null,null,//,Raised,+sl > +dn,TILT+forward
null,CD:MAN,null,null,Raised,+sl > +dn,Headnod
LEAN+backward,CA:MAN,2 x Puffed,CLOSED > //,Raised,+sl > +dn,TILT+forward > TURN+sr > Headshake
LEAN+sr,null,null,//,Raised,+sl > +dn,TILT+backward
SHOULDERS+hunched > LEAN+forward,null,null,//,Raised,+sl > +camera > +sr & +dn,TURN+sr
SHOULDERS+hunched > LEAN+forward,CD:FATHER,null,// > //,Raised,+sl > +camera > +sl & +dn,Headnod
null,null,null,WD,Raised,+sl & +up > +camera > +sl & +up,TURN+sl
TWIST+sl,CA:DOG,null,SQ,Raised,+sl & +up > +camera,TURN+sl
LEAN+backward,CA:DOG,null,SQ,Raised,+sl & +up > +camera,null
LEAN+sr,CA:DOG,null,// > WD,Raised,+sl & +up,TURN+sl & TILT+backward
null,null,null,WD,Raised,+sl & +up,TURN+sl
TWIST+sl,null,2 x Puffed,WD,Raised,+sl & +up,TURN+sl
TWIST+sl,null,2 x Puffed,WD,Raised,+sl & +up,TILT+backward
TWIST+sl,CA:DOG,null,SQ,Raised,+sl & +up,TURN+sl
TWIST+sl,CA:DOG,null,SQ,Raised,+sl & +up,TURN+sl
LEAN+sr,null,null,SQ > //,Raised,+sl & +up,TURN+sl > PUSH+backward
SHOULDERS+hunched,CA:WOMAN ,null,WD,Raised,+sl & +up,null
null,null,null,SQ,Raised,+sl & +up,TURN+sl > TURN+sr
null,null,null,//,Raised,+sl & +up,Headnod > TILT+forward
null,null,null,SQ,Raised,+sl & +up,null
null,null,null,null,Raised,+sl & +up,null
null,null,null,null,Raised,+sl & +up,null
null,null,null,null,Raised,+sl & +up,TURN+sr
LEAN+forward,CA:HELEN,null,null,Raised,+sl & +up,TURN+sr
LEAN+forward,CA:HELEN,null,null,Raised,+sl & +up,TURN+sr
TWIST+sl,null,null,// > SQ+,Raised,+sl & +up,Headnod
null,null,null,//,Raised,+sl & +up,TILT+forward
null,null,null,null,Raised,+sl & +up,null
SHOULDERS+hunched,null,null,null,Raised,+sl & +up,TILT+forward
LEAN+sl,null,null,//,Raised,+sl & +up,TURN+sr > TURN+sl
null,CA:DOG,null,WD,Raised,+sl & +up,TURN+sl
LEAN+sr,null,null,SQ,Raised,+sl & +up,null
null,null,null,//,Raised,+sl & +up,TILT+backward
LEAN+sr > TWIST+sr,null,null,null,Raised,+sl & +up,TILT+forward
TWIST+sr > TWIST+sr > TWIST+sl,CA:DOG,null,SQ,Raised,+sl & +up,TILT+forward > PUSH+forward > PUSH+forward
LEAN+sr,null,null,SQ,Raised,+sl & +up,TURN+sl
LEAN+sl > LEAN+forward,CA:BOY,null,WD,Raised,+sl & +dn > +sr & +dn,TURN+sl > TURN+sr
null,CA:WOMAN,null,null,Raised,+sl & +dn > +sr,TURN+sr
LEAN+forward,null,null,WD > //,Raised,+sl & +dn > +sl,PUSH+forward > TILT+backward
SHOULDERS+hunched & LEAN+forward,null,2 x Puffed,null,Raised,+sl & +dn > +interlocutor1,TILT+forward
null,null,null,null,Raised,+sl & +dn > +dn,Headnod
null,null,null,// > //,Raised,+sl & +dn > +dn,TILT+backward
LEAN+forward,null,null,null,Raised,+sl & +dn > +dn,TURN+sl & PUSH+forward
LEAN+forward,CA:DAD ,null,null,Raised,+sl & +dn > +camera,PUSH+forward
TWIST+sl,null,null,null,Raised,+sl & +dn > +camera,TILT+forward > Headnod
LEAN+sl,CA:BOY ,null,WD,Raised,+sl & +dn,TURN+sl
LEAN+backward,null,null,WD,Raised,+sl & +dn,TILT+forward
LEAN+backward,null,null,WD,Raised,+sl & +dn,TURN+sl
LEAN+backward,null,null,WD,Raised,+sl & +dn,TURN+sl
LEAN+backward,null,null,WD,Raised,+sl & +dn,TURN+sl
LEAN+backward,null,null,WD,Raised,+sl & +dn,TURN+sl
LEAN+backward,null,null,WD > SQ,Raised,+sl & +dn,TURN+sl
LEAN+sl,null,null,WD,Raised,+sl & +dn,null
LEAN+sl,null,null,WD,Raised,+sl & +dn,TURN+sr
null,null,null,null,Raised,+sl & +dn,null
LEAN+forward,null,null,null,Raised,+sl & +dn,null
LEAN+forward,null,2 x Puffed,SQ,Raised,+sl & +dn,TILT+backward > TURN+sl
null,null,null,//,Raised,+sl & +dn,TURN+sr
LEAN+sl,CA:MAN ,null,CLOSED,Raised,+sl & +dn,TURN+sl > PUSH+forward
LEAN+forward,CD:WOMAN ,null,WD+,Raised,+sl & +dn,PUSH+forward
LEAN+forward,CD:WOMAN ,null,WD+,Raised,+sl & +dn,PUSH+forward
LEAN+forward,CD:WOMAN ,null,WD+,Raised,+sl & +dn,PUSH+forward
LEAN+forward,CD:WOMAN ,null,WD+,Raised,+sl & +dn,PUSH+forward
LEAN+forward,CD:WOMAN ,null,WD+ > //,Raised,+sl & +dn,TURN+sr
LEAN+forward,CD:WOMAN ,null,//,Raised,+sl & +dn,Headnod
null,CD:WOMAN ,null,null,Raised,+sl & +dn,Headnod
null,CD:WOMAN ,null,null,Raised,+sl & +dn,Headnod
TWIST+sr,CD:WOMAN ,null,null,Raised,+sl & +dn,Headnod
null,null,null,null,Raised,+sl & +dn,TILT+forward > Headshake
null,null,null,null,Raised,+sl & +dn,Headshake
null,null,null,null,Raised,+sl & +dn,Headshake
LEAN+forward,null,null,//,Raised,+sl & +dn,TURN+sl
LEAN+forward,CA:WOMAN,null,null,Raised,+sl & +dn,TURN+sl
LEAN+forward > LEAN+sl,null,null,SQ,Raised,+sl & +dn,PUSH+forward
LEAN+sl,null,null,SQ,Raised,+sl & +dn,PUSH+forward
LEAN+sl,null,null,SQ,Raised,+sl & +dn,PUSH+forward
LEAN+sl,null,null,SQ > //,Raised,+sl & +dn,PUSH+forward
SHOULDERS+hunched,null,null,null,Raised,+sl & +dn,null
null,null,null,null,Raised,+sl & +dn,null
null,null,null,null,Raised,+sl & +dn,null
LEAN+sr,null,null,SQ,Raised,+sl & +dn,TILT+forward
LEAN+sr,null,null,SQ,Raised,+sl & +dn,TILT+forward
LEAN+sr,null,null,SQ,Raised,+sl & +dn,TILT+forward
null,null,null,null,Raised,+sl & +dn,TILT+forward
null,null,null,null,Raised,+sl & +dn,TILT+forward
null,null,null,null,Raised,+sl & +dn,TILT+forward
null,null,null,null,Raised,+sl & +dn,TILT+forward
null,null,null,WD,Raised,+sl & +dn,TILT+forward
LEAN+forward,CA:FRIEND,null,WD,Raised,+sl & +dn,PUSH+forward
LEAN+forward,CA:FRIEND,null,WD,Raised,+sl & +dn,PUSH+forward
null,null,null,WD,Raised,+sl & +dn,null
LEAN+backward,null,null,WD,Raised,+sl & +dn,null
LEAN+sr,null,null,null,Raised,+sl & +dn,TILT+sr
null,null,null,SQ+,Raised,+sl & +dn,TILT+forward
LEAN+forward,null,null,null,Raised,+sl & +dn,TILT+backward
null,null,null,// > //,Raised,+sl & +dn,TILT+sl
LEAN+forward,null,null,//,Raised,+sl & +dn,TILT+forward
SHOULDERS+hunched,null,null,//,Raised,+sl & +dn,TILT+forward
LEAN+forward,CA:HELEN,null,SQ+,Raised,+sl & +dn,TILT+sl
null,null,null,SQ+,Raised,+sl & +dn,TILT+sl
null,null,null,SQ+ > // > SQ+,Raised,+sl & +dn,TILT+sl
SHOULDERS+hunched,null,null,SQ+,Raised,+sl & +dn,null
SHOULDERS+hunched,null,null,SQ+,Raised,+sl & +dn,null
SHOULDERS+hunched,CA:HELEN,null,SQ+,Raised,+sl & +dn,TILT+backward
SHOULDERS+hunched,CA:HELEN,null,SQ+ > //,Raised,+sl & +dn,TILT+sl > TILT+forward
null,null,null,//,Raised,+sl & +dn,TILT+sl
null,null,null,SQ+,Raised,+sl & +dn,TURN+sl
TWIST+sl,null,null,WD,Raised,+sl & +dn,TURN+sl
TWIST+sl,null,null,WD,Raised,+sl & +dn,TURN+sl
LEAN+backward,CA:DOG,null,//,Raised,+sl & +dn,null
LEAN+forward,CA:DOG,null,//,Raised,+sl & +dn,TILT+forward
SHOULDERS+hunched,null,null,CLOSED,Raised,+sl & +dn,TURN+sl
LEAN+sl > SHOULDERS+hunched,null,null,null,Raised,+sl & +dn,TURN+sl
SHOULDERS+hunched,null,null,null,Raised,+sl & +dn,TURN+sl
SHOULDERS+hunched & LEAN+sl,CA:BOY ,null,null,Raised,+sl & +dn,PUSH+forward
LEAN+sl,CA:BOY ,null,null,Raised,+sl & +dn,PUSH+forward
null,null,2 x Puffed,CLOSED,Raised,+sl & +dn,TILT+sl
LEAN+forward,null,2 x Puffed,CLOSED,Raised,+sl & +dn,TURN+sl & PUSH+forward
LEAN+sr > LEAN+sl,null,null,WD+ > SQ,Raised,+sl & +dn,TILT+backward > TILT+forward
LEAN+sl,null,null,SQ,Raised,+sl & +dn,TILT+forward
LEAN+sl,CA:BOY,null,// > SQ,Raised,+sl & +dn,TURN+sr > TURN+sl
LEAN+sl,CA:BOY,null,WD > //,Raised,+sl & +dn,TURN+sl
LEAN+forward,null,null,WD,Raised,+sl,TILT+backward
null,null,null,null,Raised,+sl,TURN+sr
LEAN+sl,null,null,null,Raised,+sl,TURN+sr
LEAN+sl,CD:MAN,null,null,Raised,+sl,TURN+sr
SHOULDERS+hunched,CA:WOMAN,null,null,Raised,+sl,PUSH+forward & TILT+sl
LEAN+sl,CA:WOMAN ,null,WD,Raised,+sl,PUSH+forward
SHOULDERS+hunched,null,null,//,Raised,+sl,TILT+backward
SHOULDERS+hunched,CA:MAN ,null,// > CLOSED,Raised,+sl,TILT+backward > Headnod > TURN+sl
null,CA:WOMAN ,null,SQ,Raised,+sl,TURN+sr
null,CA:WOMAN ,null,SQ > //,Raised,+sl,TURN+sr > TILT+forward
LEAN+sl,null,null,null,Raised,+sl,PUSH+backward > TILT+backward
LEAN+sl,null,null,null,Raised,+sl,TILT+backward
LEAN+sl,null,null,null,Raised,+sl,TILT+sr > TURN+sr
null,null,null,WD,Raised,+sl,null
LEAN+sl,null,null,null,Raised,+sl,TURN+sl
LEAN+sl,null,null,null,Raised,+sl,TURN+sl
LEAN+sr,null,null,null,Raised,+sl,TILT+sl
null,CA:WOMAN,null,null,Raised,+sl,TILT+sl
LEAN+backward,CA:WOMAN,null,null,Raised,+sl,TURN+sl
LEAN+backward,null,null,null,Raised,+sl,TURN+sl
LEAN+sr,CA:WOMAN,null,CLOSED,Raised,+sl,PUSH+forward
null,null,null,SQ,Raised,+sl,null
LEAN+backward,CA:WOMAN,null,CLOSED,Raised,+sl,TILT+sl
null,CA:PERSON,null,null,Raised,+sl,TILT+sl
null,null,2 x Puffed,null,Raised,+sl,Headnod
null,CA:WOMAN,2 x Puffed,CLOSED,Raised,+sl,Headnod
null,CA:WOMAN,null,null,Raised,+sl,Headnod
null,CA:WOMAN,null,null,Raised,+sl,TILT+sl
null,null,null,//,Raised,+sl,TILT+sl
null,null,null,null,Raised,+sl,TURN+sl
null,null,null,null,Raised,+sl,TURN+sl
TWIST+sl,null,null,null,Raised,+sl,TURN+sl
LEAN+sl,CA:WOMAN,null,null,Raised,+sl,TURN+sl
LEAN+sl,CA:WOMAN,null,//,Raised,+sl,TURN+sl
LEAN+sl,CA:WOMAN,null,//,Raised,+sl,TURN+sl
LEAN+sl,CD:WOMAN,null,null,Raised,+sl,TURN+sl
LEAN+sl,CD:WOMAN,null,null,Raised,+sl,TURN+sl
null,null,null,null,Raised,+sl,null
null,null,null,null,Raised,+sl,null
LEAN+backward,CA:WOMAN  ,null,null,Raised,+sl,Headnod
LEAN+backward,CA:WOMAN  ,null,//,Raised,+sl,Headnod
null,CA:WOMAN  ,null,//,Raised,+sl,Headnod
null,CA:WOMAN  ,null,null,Raised,+sl,TURN+sl
null,CA:WOMAN  ,null,null,Raised,+sl,Headnod
LEAN+sl,null,null,//,Raised,+sl,Headnod
LEAN+sl,null,null,null,Raised,+sl,Headnod
TWIST+sl,CA:WOMAN,null,WD,Raised,+sl,TURN+sr
null,CA:WOMAN,null,WD > //,Raised,+sl,TURN+sr
null,null,null,WD,Raised,+sl,null
null,null,null,WD,Raised,+sl,null
null,null,null,//,Raised,+sl,TURN+sr
null,null,null,null,Raised,+sl,TURN+sr > TILT+sr
SHOULDERS+hunched,CA:WOMAN,null,//,Raised,+sl,TILT+sr
SHOULDERS+hunched,CA:WOMAN,null,CLOSED,Raised,+sl,TILT+sr
LEAN+sr,null,null,//,Raised,+sl,Headnod
LEAN+sl,CA:WOMAN,null,WD,Raised,+sl,TILT+backward
LEAN+sl > LEAN+sr,CA:WOMAN,null,WD > //,Raised,+sl,TURN+sl
null,null,null,null,Raised,+sl,PUSH+backward
null,null,null,null,Raised,+sl,PUSH+backward
null,null,null,WD,Raised,+sl,TILT+forward
null,null,null,WD,Raised,+sl,TILT+forward
null,null,null,WD,Raised,+sl,TILT+forward
LEAN+forward,null,null,WD,Raised,+sl,TILT+forward
LEAN+forward,CA:WOMAN,null,WD,Raised,+sl,TURN+sl
LEAN+forward,null,null,null,Raised,+sl,TILT+backward
LEAN+forward,null,null,null,Raised,+sl,TILT+backward
null,null,null,null,Raised,+sl,TURN+sl
null,null,null,null,Raised,+sl,PUSH+forward
